save-w0NW92KM78KWBE0G4rrPj3weXv7kcBaf,0,
save-Oc3QRlxMk5IHv0j7BuoSlznbhMTYwF85,0,very bad synth
save-xuSatqSZG9rKxJ09Usis48LRdeI8ZTOz,0.347216495,
save-ybaBhC5IZHWVX1xyinkxVtVnMF11r0B5,0.180100756,
save-K53uRwFasSherqvr3tXvaOA0p0OBf69n,0.090909091,
save-Vs8cvRzQUFYYphS2oUfsXiXPnYwxcqAo,0.001108647,
save-fI2BNvBZtNECJfOIyV4hgUrFooCFwBVw,0.282608696,
save-GuWHIjK5PP6lGGl423thcBtp3EnQM6e7,0.019014085,
save-nIVXjfroK2WcvaVnMbDobLbiBmBePRUg,0.07277628,
save-wQkwuqI4NETVMhiWDjC42SWOp0OLf48K,0.051316667,
save-8hiHtiRQdR9gr1MyN477mwVCz0gvi86G,0.056701031,
save-5PTXFAXtbUKgS3RSiKpHZ6c5rSyoS2t0,0,Very low intensity sound and sounded more like distorted sound or like noise
save-BkyduHMjaETdkTS6KmbN3o3lozAf4lwB,0.016323024,
save-0uILqdUmioVKKsVNoNnSzIOwEoPrE9aI,0.035498489,No resemblence to thunder. Faint crackle and no convincing top end.
save-d809BhETvuIdpqdvpi3qhf5hqPeR0SOJ,0.010462075,
save-wOs7qSDAXin7bPImA1PAKJDKvIQzja7v,0.193806194,
save-dYpqsOtXOp7ZpcOiTwssOqMFJrZi9i6I,0.018847007,
save-E7PltATh5CjwnKFbanUgPwM0DWW1zt4M,0.256320837,
save-oj471Fz15kRE1vdtYOdrTofPbDO18Uqq,0.699272433,
save-sMlNuZFqAXIuhB866mWIlBd1d6nUqxD5,0,I don't hear any sound
save-rXgR3counAsaSeFSuqLz0V2egDAFotFS,0.0096,
save-wEOqcidiSvskrnQM5vAcMZnbyMzGQsUo,0.03776435,
save-46EJxun7JAJwUL46dH4eZ36ArFVS8CPP,0.036253776,Very unnatural jumps in the audio
save-Q9NBAL5Zb03787J4Hi8Q4nBebQGjdrK3,0.080985915,
save-cO37nZz0ml0P6MJD7VPE3Pibl041kqXF,0.193277311,too muffled
save-ExBcYKkPisgtkPx0UQtZd55f0vJGXN5e,0.045138889,
save-Uk0IWQduH9FKSMb5Q2PUDzjJdKQYVYDO,0.043419267,Not identifiable as thunder in the slightest
save-mENl7OP7jmMjvOG2QM9gNL7Tnwg7dKjb,0.010574018,
save-yFdur5qBidiSvYh16dAiPcLHVMfr5Q2q,0.053122088,
save-6W0Upue4iwLQMUJBwmk8ClPFM12Uvcui,0.00402955,Low anchor
save-638d2zlXsl88ulZwZRK3hF9dbqxWG4dm,0.139135255,"not very plausible, sounds like low end static, not enough definition in rolling sound of thunder"
save-Sgd37FVEqS51d9hi7huT5NeeYcmi726Q,0.01703163,
save-9YXH20hCaFlfez0GA4AFruYf7jrkdi9J,0.006682868,
save-qvMChwHZGowwdj65LURkWnCzJSlSsnPH,0.118332311,Digital and distorted. Does not really sound like thunder.
save-1hEerJuqCwDWkz6Drqy346FiD74oj7mH,0,
save-NOPqOCHwh4PtWfvL58FwrYkjF79EEVKJ,0.020465773,ok it might be my bad laptop but it sounds more like a lose electric contcat
save-zyQCdI1kUy1XFruvJegazWPEFVxvPbXt,0.053521127,
save-L7x6KmDiNQvztet5W3FFRkbTPRR5NKn2,0.116962306,digital noise
save-soWuS57YCgvCe7oplvva23cBBaQFHgrJ,0.0912,
save-MLzU0ljU7arxWDBUe4cGFKFFfgfPDZow,0.152920962,
save-gYgeH5fgxFcsqCTgNFX6cflE2pZYUNov,0.028,
save-XJh80p8pPtpt3vptMxAuwXzNVIBUxcfc,0,
save-wAfocEL9abnv8JLPnG3zgKkZCw1Fn2yn,0.012839879,
save-9UPDsES4rqdCJ5znnUVOQElLdmgLgSqI,0.05237581,
save-CYeCKVSBylcGBvOF0XTikMK23kDmF1lF,0.134508349,
save-BkTPXhfVbn4MgDaaVHVwHQOpxjFnB7k4,0.009423503,
save-GMxogdJ8ITJG7AW3AFULrzQV1krHM0zU,0.014412417,
save-bk6N4MkG6elbucqIxg7Itue99hvl3gEU,0.03892944,
save-xdowISiNDzpcTewxrvVxVYSt7nmcGzic,0.060137457,Too out of the ordinary
save-qUw1DOuzoulobfxt2otfumTeQ5dteZsu,0.001187648,
save-Swx5SIthAINT4lRPfkwmbZaIEIRal0hQ,0.255462185,Nice rumble but seems unthundery
save-fPBQbM4Rbxw6Rbi1zI0xYwESNgJvvSqH,0.013046314,