save-w0NW92KM78KWBE0G4rrPj3weXv7kcBaf,0.287795993,
save-Oc3QRlxMk5IHv0j7BuoSlznbhMTYwF85,0.473839352,hipass
save-xuSatqSZG9rKxJ09Usis48LRdeI8ZTOz,0.616494845,
save-ybaBhC5IZHWVX1xyinkxVtVnMF11r0B5,0.405961377,
save-K53uRwFasSherqvr3tXvaOA0p0OBf69n,0.760416667,
save-Vs8cvRzQUFYYphS2oUfsXiXPnYwxcqAo,0.496119734,
save-fI2BNvBZtNECJfOIyV4hgUrFooCFwBVw,0.803069054,
save-GuWHIjK5PP6lGGl423thcBtp3EnQM6e7,0.521830986,
save-nIVXjfroK2WcvaVnMbDobLbiBmBePRUg,0.452156334,
save-wQkwuqI4NETVMhiWDjC42SWOp0OLf48K,0.692923611,
save-8hiHtiRQdR9gr1MyN477mwVCz0gvi86G,0.005154639,
save-5PTXFAXtbUKgS3RSiKpHZ6c5rSyoS2t0,0.21884984,Frequency is higher than track one. Less likely a thunder because I assume it should be more of a low frequency.
save-BkyduHMjaETdkTS6KmbN3o3lozAf4lwB,0.804123711,
save-0uILqdUmioVKKsVNoNnSzIOwEoPrE9aI,0.295317221,Sounds more like a metal object than thunder. The background noise seems disconnected from the high end crackle. 
save-d809BhETvuIdpqdvpi3qhf5hqPeR0SOJ,0.318221447,
save-wOs7qSDAXin7bPImA1PAKJDKvIQzja7v,0.503496503,
save-dYpqsOtXOp7ZpcOiTwssOqMFJrZi9i6I,0.094235033,
save-E7PltATh5CjwnKFbanUgPwM0DWW1zt4M,0.190061029,
save-oj471Fz15kRE1vdtYOdrTofPbDO18Uqq,0.924818108,
save-sMlNuZFqAXIuhB866mWIlBd1d6nUqxD5,0.324637681,"Good pattern, but quality doesn't seem to have enough depth"
save-rXgR3counAsaSeFSuqLz0V2egDAFotFS,0.768,
save-wEOqcidiSvskrnQM5vAcMZnbyMzGQsUo,0.306646526,
save-46EJxun7JAJwUL46dH4eZ36ArFVS8CPP,0.739425982,"The first high-frequency part sounds too ""science-fiction""-y, but the sound afterwards is much better (though a bit of unnatural distortion at times)"
save-Q9NBAL5Zb03787J4Hi8Q4nBebQGjdrK3,0.564084507,
save-cO37nZz0ml0P6MJD7VPE3Pibl041kqXF,0.171122995,too quiet to be recognized as thunder
save-ExBcYKkPisgtkPx0UQtZd55f0vJGXN5e,0.486111111,
save-Uk0IWQduH9FKSMb5Q2PUDzjJdKQYVYDO,0.699683401,Distorted tail
save-mENl7OP7jmMjvOG2QM9gNL7Tnwg7dKjb,0.204682779,
save-yFdur5qBidiSvYh16dAiPcLHVMfr5Q2q,0.407269338,
save-6W0Upue4iwLQMUJBwmk8ClPFM12Uvcui,0.227669577,"Starts well, but tail is too long an unnatural in sound."
save-638d2zlXsl88ulZwZRK3hF9dbqxWG4dm,0.721175166,strike is mostly white-noisey and a little high pitched however the reverberation and rolling low end feel plausible to be thunder
save-Sgd37FVEqS51d9hi7huT5NeeYcmi726Q,0.161394972,
save-9YXH20hCaFlfez0GA4AFruYf7jrkdi9J,0.469623329,
save-qvMChwHZGowwdj65LURkWnCzJSlSsnPH,0.669527897,"Sounds like a recording of thunder passed through effects, such as phaser/flanger."
save-1hEerJuqCwDWkz6Drqy346FiD74oj7mH,0.828985507,
save-NOPqOCHwh4PtWfvL58FwrYkjF79EEVKJ,0.863091037,"I think the onset needs to be lower. but might be my laptop or lso maybe thunderstorms are also different countries, I never herd one in London"
save-zyQCdI1kUy1XFruvJegazWPEFVxvPbXt,0.80915493,
save-L7x6KmDiNQvztet5W3FFRkbTPRR5NKn2,0.146341463,distortion
save-soWuS57YCgvCe7oplvva23cBBaQFHgrJ,0.1952,
save-MLzU0ljU7arxWDBUe4cGFKFFfgfPDZow,0.278350515,
save-gYgeH5fgxFcsqCTgNFX6cflE2pZYUNov,0.4768,
save-XJh80p8pPtpt3vptMxAuwXzNVIBUxcfc,0.683206107,
save-wAfocEL9abnv8JLPnG3zgKkZCw1Fn2yn,0.650302115,
save-9UPDsES4rqdCJ5znnUVOQElLdmgLgSqI,0.153887689,
save-CYeCKVSBylcGBvOF0XTikMK23kDmF1lF,0.265306122,
save-BkTPXhfVbn4MgDaaVHVwHQOpxjFnB7k4,0.403547672,
save-GMxogdJ8ITJG7AW3AFULrzQV1krHM0zU,0.105321508,
save-bk6N4MkG6elbucqIxg7Itue99hvl3gEU,0.209245742,
save-xdowISiNDzpcTewxrvVxVYSt7nmcGzic,0.445017182,Starts ok but then it sounds unreal.
save-qUw1DOuzoulobfxt2otfumTeQ5dteZsu,0.648456057,
save-Swx5SIthAINT4lRPfkwmbZaIEIRal0hQ,0.788235294,The decay part sounds more convincing than the start but it does sound thundery. The very first part isn't that convincing.
save-fPBQbM4Rbxw6Rbi1zI0xYwESNgJvvSqH,0.398564905,